Date,Price,SIV_Signal,SIV_Audit,Sentiment,Articles,Tech_Decision,Tech_Thought,Final_Verdict,Risk_Multiplier,Verdict_Reasoning,Market_Reality,Alignment
10/15/2018,111.772,PARTIAL,"The signal is PARTIAL due to a moderate alignment discrepancy between Technicals (TTS) and Sentiment (CE), with the TTS decision of HOLD conflicting with the bullish CE sentiment. This suggests that while technical indicators are indicating a neutral or conservative stance, the overall market sentiment is leaning towards optimism. The partial alignment indicates that further analysis is required to determine the signal's accuracy.",bullish,11,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.276, 'score': 0.276}, 'rsi': {'value': 41.63, 'score': -0.1674}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.59, 'price': 111.772, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.0228, 'decision': 'HOLD'}",BUY,0.0,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BULLISH | articles=11 | conflict=0 | risk=0.0 | note=No clear reasoning provided,BULLISH,correct
10/16/2018,112.311,COHERENT,"The signal is COHERENT because there is a strong alignment between Technicals (TTS) and Sentiment (CE), with both indicating a neutral tone. The TTS decision of HOLD and the CE sentiment of neutral suggest that the technical analysis and market data are in harmony, resulting in a coherent signal. This alignment indicates a stable market condition, supporting the COHERENT classification.",neutral,8,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2759, 'score': 0.2759}, 'rsi': {'value': 47.78, 'score': -0.0444}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.59, 'price': 112.311, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.0486, 'decision': 'HOLD'}",HOLD,0.2,Weak combined CE/TTS signal (60/40 weighting),BULLISH,neutral
10/17/2018,112.621,PARTIAL,"The signal is PARTIAL due to a significant discrepancy between the Technicals' (TTS) neutral stance and the bearish sentiment of the Central Evidence (CE). This alignment issue suggests that the technical indicators are not providing a clear consensus with the overall market tone, indicating potential uncertainty or mixed signals.",bearish,7,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2779, 'score': 0.2779}, 'rsi': {'value': 50.98, 'score': 0.0196}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.59, 'price': 112.621, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.0892, 'decision': 'HOLD'}",SELL,0.5,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BEARISH | articles=7 | conflict=0 | risk=0.5 | note=No clear reasoning provided,BEARISH,correct
10/18/2018,112.195,PARTIAL,"The signal is PARTIAL due to a mismatch between the Technicals' (TTS) neutral stance and the Sentiment's bullish tone, indicating a potential divergence in market expectations. This alignment issue suggests that the technical analysis may not be fully aligned with the overall sentiment of the articles analyzed, resulting in a partial signal.",bullish,21,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2768, 'score': 0.2768}, 'rsi': {'value': 46.74, 'score': -0.0652}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.59, 'price': 112.195, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.0444, 'decision': 'HOLD'}",BUY,0.0,"mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BULLISH | articles=21 | conflict=0 | risk=0.0 | note=The TTS score (0.0444) is below the threshold for a buy signal, and the CE sentiment is bullish but not strong enough to override the neutral TTS score. Additionally, the SIV status is partial, which may indicate some uncertainty or risk in the market. Therefore, I am holding off on making a trading decision.",BULLISH,correct
10/19/2018,112.531,PARTIAL,"The signal is PARTIAL due to a significant discrepancy between the Technicals' (TTS) neutral stance and the bearish sentiment of the Central Entity (CE). This alignment issue suggests that the technical indicators are not providing a clear consensus with the overall market tone, indicating potential uncertainty or mixed signals.",bearish,11,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2781, 'score': 0.2781}, 'rsi': {'value': 50.26, 'score': 0.0052}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.59, 'price': 112.531, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.085, 'decision': 'HOLD'}",SELL,0.5,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BEARISH | articles=11 | conflict=0 | risk=0.5 | note=No clear reasoning provided,BEARISH,correct
10/22/2018,112.822,PARTIAL,"The signal is PARTIAL due to a mismatch between the Technicals' (TTS) neutral stance and the Sentiment's bullish tone, indicating a potential divergence in market expectations. The TTS Decision of HOLD contradicts the CE Sentiment's bullish indication, suggesting that the technical analysis may not be aligned with the overall market sentiment. This discrepancy warrants further investigation to understand the underlying reasons for the disconnect.",bullish,4,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2812, 'score': 0.2812}, 'rsi': {'value': 53.14, 'score': 0.0628}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.59, 'price': 112.822, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.1032, 'decision': 'HOLD'}",BUY,0.35,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BULLISH | articles=4 | conflict=0 | risk=0.35 | note=No clear reasoning provided,BEARISH,incorrect
10/23/2018,112.385,PARTIAL,"The signal is PARTIAL due to a mismatch between the Technicals' (TTS) neutral stance and the Sentiment's (CE) bullish tone. The TTS Decision of HOLD is at odds with the CE Sentiment's bullish indication, suggesting that the technical analysis may not be aligned with market expectations. This discrepancy warrants further investigation to determine the underlying cause of the signal divergence.",bullish,10,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2811, 'score': 0.2811}, 'rsi': {'value': 48.58, 'score': -0.0284}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.59, 'price': 112.385, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.0531, 'decision': 'HOLD'}",BUY,0.5,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BULLISH | articles=10 | conflict=0 | risk=0.5 | note=No clear reasoning provided,BEARISH,incorrect
10/24/2018,112.087,PARTIAL,"The signal is PARTIAL due to a significant discrepancy between the Technicals' (TTS) neutral stance and the bearish sentiment of the Central Entity (CE). This alignment issue suggests that the technical indicators are not providing a clear consensus with the overall market tone, indicating potential uncertainty or mixed signals.",bearish,4,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2789, 'score': 0.2789}, 'rsi': {'value': 45.71, 'score': -0.0858}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.59, 'price': 112.087, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.0406, 'decision': 'HOLD'}",SELL,0.35,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BEARISH | articles=4 | conflict=0 | risk=0.35 | note=No clear reasoning provided,BULLISH,incorrect
10/25/2018,112.402,PARTIAL,"The signal is PARTIAL due to a mismatch between the Technicals' (TTS) neutral stance and the Sentiment's (CE) bullish tone. The TTS Decision of HOLD is at odds with the CE Sentiment's bullish indication, suggesting that the technical analysis may not be aligned with market expectations. This discrepancy warrants further investigation to determine the underlying cause of the signal divergence.",bullish,10,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2789, 'score': 0.2789}, 'rsi': {'value': 49.14, 'score': -0.0172}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.59, 'price': 112.402, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.055, 'decision': 'HOLD'}",BUY,0.0,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BULLISH | articles=10 | conflict=0 | risk=0.0 | note=No clear reasoning provided,BEARISH,incorrect
10/26/2018,111.83,PARTIAL,"The signal is PARTIAL due to a significant discrepancy between the Technicals' (TTS) neutral stance and the bearish sentiment of the Central Europe (CE) market. The TTS decision to HOLD is at odds with the CE Sentiment's bearish tone, indicating a potential misalignment that warrants further investigation. This divergence suggests that the technical analysis may not be accurately reflecting the overall market sentiment.",bearish,18,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2749, 'score': 0.2749}, 'rsi': {'value': 43.74, 'score': -0.1252}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.35, 'price': 111.83, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.0314, 'decision': 'HOLD'}",SELL,0.5,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BEARISH | articles=18 | conflict=0 | risk=0.5 | note=No clear reasoning provided,BULLISH,incorrect
10/29/2018,112.344,PARTIAL,"The signal is PARTIAL due to a moderate alignment discrepancy between Technicals (TTS) and Sentiment (CE), with the TTS decision of HOLD conflicting with the bullish CE sentiment. This suggests that while technical indicators are indicating a neutral or conservative stance, the overall market sentiment is leaning towards optimism. The partial alignment indicates that further analysis is required to determine the signal's accuracy.",bullish,11,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2745, 'score': 0.2745}, 'rsi': {'value': 49.14, 'score': -0.0172}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.35, 'price': 112.344, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.054, 'decision': 'HOLD'}",BUY,0.5,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BULLISH | articles=11 | conflict=0 | risk=0.5 | note=No clear reasoning provided,BULLISH,correct
10/30/2018,113.084,PARTIAL,"The signal is PARTIAL due to a significant discrepancy between the Technicals' (TTS) neutral stance and the bearish sentiment of the Central Entity (CE). This alignment issue suggests that the technical indicators are not providing a clear consensus with the overall market tone, indicating potential uncertainty or mixed signals.",bearish,15,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.2794, 'score': 0.2794}, 'rsi': {'value': 55.74, 'score': 0.1148}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.35, 'price': 113.084, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.1183, 'decision': 'HOLD'}",SELL,0.0,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BEARISH | articles=15 | conflict=0 | risk=0.0 | note=No clear reasoning provided,BEARISH,correct
10/31/2018,112.932,PARTIAL,"The signal is PARTIAL due to a mismatch between the Technicals' (TTS) neutral stance and the Sentiment's (CE) bullish tone. While TTS indicates a HOLD decision, CE sentiment suggests a more optimistic outlook, indicating potential alignment issues that warrant further investigation. This discrepancy warrants a partial signal assessment to determine the underlying reasons for this divergence.",bullish,44,HOLD,"{'components': {'ema': {'trend': 'BULLISH', 'strength': 0.283, 'score': 0.283}, 'rsi': {'value': 54.19, 'score': 0.0838}, 'bollinger': {'signal': 'STABLE', 'strength': 0.0, 'score': 0.0}, 'breakout': {'recent_high': 114.55, 'recent_low': 111.35, 'price': 112.932, 'score': 0.0}}, 'weights': {'ema': 0.3, 'rsi': 0.3, 'bb': 0.2, 'breakout': 0.2}, 'total_score': 0.11, 'decision': 'HOLD'}",BUY,0.0,mode=AGENTIC_SYNTHESIS | tech=HOLD | sentiment=BULLISH | articles=44 | conflict=0 | risk=0.0 | note=No clear reasoning provided,BULLISH,correct

SUMMARY_METRIC,VALUE
Total Active Trades,58
Overall Active Accuracy,46.55%
BUY Trades,41
BUY Accuracy,48.78%
SELL Trades,17
SELL Accuracy,41.18%
BUY+SELL Combined Trades,58
BUY+SELL Combined Accuracy,46.55%
